现场#时间#测点71,SIS_01_influent_flow_VALUE_04,现场#IN_COD#测点86,主控#IN_AMMONIA#测点69,主控#BLOWER_AIR_FLOW#测点41,PLC.84.鼓风机频率.RAW,主控#DO#测点99,DCS.15.污泥浓度.PV,APC.88.酸碱值.AI,HMI.47.池温.AI,SIS.77.OUT_COD.VALUE,1号机组#effluent_ammonia#测点89,A线#RAS_FLOW#测点8,班组备注,SIS_网络心跳_33,值班员电子签名
2026-01-01 00:00:00,4134.598575429264,296.7950010404192,38.09244654484672,18310.51896383658,43.31719669174676,2.1267008373481913,3548.878560407883,7.167190387779633,24.203259016692275,27.265081073407494,2.961995271116428,1772.5978556351863,A班,1,operator_test
2026-01-01 00:05:00,4243.307328500183,306.8316968955386,35.279928991532636,18420.295646171653,43.665133622274396,2.0879768948454602,3499.087182169338,7.223134733529886,23.744996034265732,32.89723355945522,3.0492760084657737,1803.463684323189,A班,1,operator_test
2026-01-01 00:10:00,4199.722300714483,302.3030967629115,37.823182132922945,18524.670513877107,42.48927342722978,1.7556500873266214,3559.1519850538393,7.170408965114568,23.849175819883303,30.72809731407527,3.072408149756622,1803.9005288029432,A班,1,operator_test
2026-01-01 00:15:00,4160.4599867537845,306.19505471732435,40.724896906882215,18547.847525433084,41.76817259966544,2.153525774224856,3651.393222176977,7.096957800226253,24.095454616436555,30.924070408646255,2.739634782485266,1820.8925399959403,A班,1,operator_test
2026-01-01 00:20:00,4207.979824883435,288.13896694821034,36.16066948030512,18417.9026724028,42.39933214881494,2.0733798738614757,3704.9354539735396,7.224721706552524,23.904938355192684,29.84421500044225,2.27351688317795,1835.246415768134,A班,1,operator_test
2026-01-01 00:25:00,4174.461973732213,323.78917579007907,38.442894616236316,18172.25803565842,44.137837697416245,2.0653937381678484,3723.9229672265737,7.226049647172522,23.918866154399453,31.042179991953965,2.740477280610864,1784.026112740871,A班,1,operator_test
2026-01-01 00:30:00,4210.460652851333,298.1832055083946,38.40926941721315,18425.197743155804,42.45121309928899,2.0689375914331793,3485.467278261143,7.257122992658055,24.00221099174402,31.68406160708411,2.871105860559375,1764.0603564277835,A班,1,operator_test
2026-01-01 00:35:00,4269.181238235468,306.7333114608754,37.891515263836695,18675.518635836615,42.84044913887175,1.9668364924949229,3583.6628794228372,7.118958684023903,23.81650396097822,31.81182503554555,3.1635237268650487,1804.7637217360489,A班,1,operator_test
2026-01-01 00:40:00,4281.807582375956,319.56354303126864,34.172724400382506,18407.593335315476,42.036913633826885,2.166212199896547,3568.116831593319,7.172933726935844,23.980500314408122,32.85454444408797,2.8527962253027197,1753.2778412133814,A班,1,operator_test
2026-01-01 00:45:00,4281.090771248856,296.9327313915084,35.82588219493711,18528.447228464698,42.78062081203461,2.164029123152462,3621.647311450184,7.220005250113426,24.089410068675985,30.818406978563036,2.4682309078464804,1834.2781023242635,A班,1,operator_test
2026-01-01 00:50:00,4215.649172627119,285.7586179387064,36.69542400357466,18676.42857276257,43.072952362228826,2.2947769308040424,3524.4703419820466,7.234418759302634,24.12947463134152,25.873168852879886,2.591200695520095,1770.953278114585,A班,1,operator_test
2026-01-01 00:55:00,4290.210167727269,322.51372741371233,40.28369276739204,18374.114943501725,42.28060397150112,2.153335619730143,3521.742801604361,7.217309252532078,24.129980951573327,33.2593180453148,3.0802665055679337,1812.1991185271238,A班,1,operator_test
2026-01-01 01:00:00,4230.893313372832,319.47058485053725,38.53438851003629,18420.5465289625,44.00065752309258,2.117479748321874,3553.71843820846,7.245738166041047,24.120770924569968,33.86481997834852,2.6668931101219546,1815.1526745198025,A班,1,operator_test
2026-01-01 01:05:00,4241.6011485616355,316.8792284051445,38.48389574441331,18491.051436051603,42.750213872068,2.118725297711329,3620.7744559682233,7.156314932358867,23.871336113955763,31.330084009295373,2.6356817844325016,1801.6285408027634,A班,1,operator_test
2026-01-01 01:10:00,4219.976923870906,320.7693540244341,39.727322712456925,18531.246354429226,42.66912459168208,2.249441869588585,3559.0046306778013,7.251573936136268,24.074829216617616,34.95912820221571,2.8261251395141804,1782.8245563066018,A班,1,operator_test
2026-01-01 01:15:00,4232.312419533535,335.11166107423054,41.356975614631075,18211.142526248994,42.61011329371759,1.7684683966456936,3528.4006324894103,7.25655355316343,23.83065437690476,29.016085082770747,3.1183122118201956,1828.2209037459927,A班,1,operator_test
2026-01-01 01:20:00,4280.573590708475,302.6975878267624,38.224855526023624,18454.248778826684,42.09216667903302,2.0990324216089955,3686.7866625903534,7.141833180883405,23.91083141248256,30.274625370809265,2.691531325777433,1782.8759168705574,A班,1,operator_test
2026-01-01 01:25:00,4233.240948680754,319.4498759605376,38.20022552855909,18301.276120842405,43.42432447491188,2.050477473917944,3661.9368191527565,7.239501811248311,23.613363083749586,31.43903171658309,2.9035068738378302,1774.1223006705761,A班,1,operator_test
2026-01-01 01:30:00,4254.080938565138,307.79189622864027,34.83521393833761,18639.06953497232,43.26346005357949,2.0129477402986318,3616.192119230976,7.216653591906329,23.866351883452893,30.1210363010598,2.904093437467628,1815.3408168960764,A班,1,operator_test
2026-01-01 01:35:00,4273.972089480553,320.5737262918649,40.20377652512784,18393.70299221143,42.498309025309815,2.0383135206141723,3645.7127170667686,7.263092603327381,24.252000937277632,32.29030312858887,3.059959502404055,1862.3792110730901,A班,1,operator_test
2026-01-01 01:40:00,4267.21221364242,318.69627516376215,36.91416825646516,18563.159198906447,43.81154284234187,2.05911231255627,3568.280510153346,7.174216462691969,24.003753378465966,32.84733645512988,2.789809070557977,1810.0368886547485,A班,1,operator_test
2026-01-01 01:45:00,4290.997552023121,304.83510547248085,37.588963229655754,18465.18839793756,42.87034312073386,2.2059576950659205,3562.5167758337484,7.191528337322648,23.983324701912355,32.00868626452388,2.41490400401921,1768.986938839793,A班,1,operator_test
2026-01-01 01:50:00,4277.577704546194,299.2909030482331,37.843046773744476,18494.07805268356,41.97141947977991,2.0275117660801736,3569.609873256739,7.171461299675054,24.18541895210227,28.82553769159006,2.39666331697602,1805.606831355866,A班,1,operator_test
2026-01-01 01:55:00,4291.066921239714,306.23714623582606,35.03822719706499,18499.628086583605,43.728205717592566,2.038328682843163,3499.4665633354043,7.236239165291473,23.99896241105656,30.339612748026834,2.6608117317488023,1775.8166630538278,A班,1,operator_test
2026-01-01 02:00:00,4278.803017949482,311.793496122239,36.598567469722965,18646.952526342524,42.737848362986504,2.103537537096636,3591.656653662858,7.109754259519832,23.99110052393839,30.47517486896749,2.667941349472423,1780.0849724802388,A班,1,operator_test
2026-01-01 02:05:00,4246.060910032975,276.88181270224845,37.08674108364449,18565.28632686019,43.39763762452107,2.146030762726045,3592.2107914919147,7.2438598377829,23.90258708116369,29.92452054142108,3.1434408170995205,1788.5400691146933,A班,1,operator_test
2026-01-01 02:10:00,4224.022833416646,318.01140831916166,34.54301632467076,18434.21613892578,41.94995217335944,2.05216733738384,3554.7650423312266,7.192823618009839,24.27544712748282,31.46870883925322,2.6441208231489326,1810.0072757348332,A班,1,operator_test
2026-01-01 02:15:00,4271.443931494862,330.21915600972693,39.91541116296912,18585.17405681669,43.074372036092804,2.0695655491491083,3518.5128093023272,7.179388603536593,24.115246816908144,31.338413637495407,3.0446358948055083,1800.9729376997095,A班,1,operator_test
2026-01-01 02:20:00,4318.033758205174,314.9512267214028,37.91067019248605,18373.012634510385,43.269697132421484,2.084330115500124,3777.149460418493,7.191325216673361,23.989342999869194,30.129316698080114,2.8182453309627027,1793.331491870176,A班,1,operator_test
2026-01-01 02:25:00,4315.07249750281,326.7106469652188,36.21370193900339,18644.92490424664,41.05616227093974,2.1283707650924737,3594.1629531536146,7.235023847667141,24.178002493197514,32.43480388201649,2.2857980343701203,1800.940187657624,A班,1,operator_test
2026-01-01 02:30:00,4308.622012657896,328.4806393661299,37.02943569555897,18387.948072958738,43.87554176666949,2.0013736777471585,3663.103486285678,7.180836944849725,23.829471167728528,32.85135388771408,2.780089188752488,1782.3904662815307,A班,1,operator_test
2026-01-01 02:35:00,4299.676992932079,336.86881249133427,37.89503414956444,18468.609089488193,42.556604555377604,2.2044181988261404,3705.1868616099487,7.110906824517522,24.3069825997495,32.291151220395264,2.662466118222504,1831.0962988511258,A班,1,operator_test
2026-01-01 02:40:00,4253.920013040881,307.11201548877443,38.310961203527754,18403.44742013886,43.19492205856292,1.9919835414636893,3574.962125963102,7.202694901931011,24.138038903414813,33.42208064049282,2.421179897469698,1793.4065635212305,A班,1,operator_test
2026-01-01 02:45:00,4327.14600010787,310.39947609776584,38.58981203897567,18561.805744084744,43.35817614704416,2.1135163744347145,3626.0045239046376,7.201522798436408,24.07901935848807,31.353356357618352,2.6902513816365285,1740.5527592218825,A班,1,operator_test
2026-01-01 02:50:00,4340.940280552276,300.2000381153284,41.79500212827517,18507.288968791665,43.35013642801122,2.111547704087171,3513.3281571864427,7.2782963064193105,24.13042760892492,31.838447052082973,2.5842549569504003,1743.6406452110905,A班,1,operator_test
2026-01-01 02:55:00,4301.7915420677255,310.15527212936644,38.228722645061325,18226.17916172582,42.70137137169648,2.1123255496368656,3492.624742336747,7.217091007274737,24.12893320395403,28.293973753931965,3.2035827336982265,1803.7974895497546,A班,1,operator_test
2026-01-01 03:00:00,4374.206462960077,308.6169059238607,34.3707814768727,18392.57793942107,43.808904072470234,1.744751166056529,3624.5103660362456,7.175777081617319,24.101606875270363,29.3253699603384,2.6257199404838842,1776.3670794640764,A班,1,operator_test
2026-01-01 03:05:00,4343.71439257369,338.7994403855159,40.40713028223014,18550.26147556275,41.19923476965329,1.9545172201905288,3611.2288961483923,7.288022247188883,23.981987231216536,29.43398525839187,3.25481028530483,1815.181206074974,A班,1,operator_test
2026-01-01 03:10:00,4287.134227128132,313.94667546939206,36.239013252023696,18404.87809826491,42.2904832900819,2.119533043432988,3512.581356584842,7.23488668766702,24.486092333621553,30.154211437714032,2.559118651471221,1814.22174650483,A班,1,operator_test
2026-01-01 03:15:00,4331.58130414487,319.06795184037486,36.299223221027106,18519.273029630436,43.168229607481436,2.256118092804075,3408.7624515438783,7.213986614400001,23.674241609248355,31.710459944591314,2.794514880867603,1772.9962145417774,A班,1,operator_test
2026-01-01 03:20:00,4361.155314587998,307.11043003947526,37.99336254707206,18720.73404825613,43.82801642650146,2.3021443033667874,3571.23589031678,7.137755762201177,23.76565351713508,31.68913893110427,2.945448186309278,1830.9677392364622,A班,1,operator_test
2026-01-01 03:25:00,4319.686939877781,314.272799821685,37.28455848177709,18474.794458604665,42.37405820529514,2.225136099956153,3551.402189843882,7.20384336650731,24.124862739092716,30.337935337634054,2.942094142201632,1779.1206240839508,A班,1,operator_test
2026-01-01 03:30:00,4293.635176124709,305.2041613525645,37.88770858741333,18499.379006743802,43.22338194259984,1.8264448501443813,3517.802400256283,7.151296907914901,23.905595112997883,25.99748345588454,2.5296760184494396,1834.3248157119926,A班,1,operator_test
2026-01-01 03:35:00,4345.893194210584,310.34043197998875,40.31569823533826,18229.155580011975,43.2396507706532,2.148131381448443,3526.405265111995,7.229008230073018,24.470545254083248,32.70750814428527,2.8762989446201015,1779.7614812433123,A班,1,operator_test
2026-01-01 03:40:00,4400.3799800189345,314.9758540617268,36.735142191269034,18527.322390821806,42.70224393654978,2.2586211611789584,3620.90489095749,7.228762643472648,23.74524411859658,35.0390488908942,2.5432760785624495,1786.3224413597,A班,1,operator_test
2026-01-01 03:45:00,4338.438401224991,314.68221794960317,36.495879771011225,18549.975187422537,41.87210335342131,2.271224848963341,3592.156424815512,7.164650170895906,24.226958029605836,33.167677706734914,3.3999855095780833,1832.6973597031179,A班,1,operator_test
2026-01-01 03:50:00,4381.650904575237,323.8586282381859,37.68301214722119,18524.98523452184,43.07629178169646,2.193354551055225,3585.1971693328765,7.20636212365791,24.081478255320537,32.0635317474195,2.8357095868505184,1826.522715424665,A班,1,operator_test
2026-01-01 03:55:00,4379.446627671359,333.3820894789884,39.265029087044375,18468.737567905006,43.68795978870908,1.9578649796114869,3552.1125859060694,7.2114609043827045,23.9469469007577,32.286922226416166,2.7561678102687,1821.6176916130994,A班,1,operator_test
2026-01-01 04:00:00,4386.800005766991,297.64052554854385,41.06935203317929,18623.820030151128,42.297299350538495,2.132409780249156,3493.420274159973,7.227789845572619,24.155029368184945,30.88642674826238,2.7178948993284577,1776.2152207114225,A班,1,operator_test
2026-01-01 04:05:00,4373.794347215804,310.7307279628077,35.27065722723575,18532.82536114173,42.42852462403754,2.0847369925751837,3516.234712532229,7.08362114274647,24.081634392830523,30.981719413298453,2.8023735386898525,1810.3970478194442,A班,1,operator_test
2026-01-01 04:10:00,4377.542894137577,317.0468648567042,38.58100177861488,18451.63497195728,43.85629192403022,1.7492680736183366,3579.0022415800463,7.216794274831798,23.955597014869973,28.340588916956005,2.6021900818401003,1810.2970774510206,A班,1,operator_test
2026-01-01 04:15:00,4384.0374878052135,299.6256942997587,39.61394227762478,18759.4026090363,43.72294855373223,2.207848207194748,3512.4985049488523,7.129471503034196,24.3894557644904,31.666550447389866,2.9942183071761415,1825.1632186242791,A班,1,operator_test
2026-01-01 04:20:00,4388.556528670577,302.13385511095953,38.47362316054488,18385.14667474512,42.56488179253383,2.208724353129457,3535.1888178998092,7.25164218571984,24.371259041328408,34.88989069180581,2.431964043146455,1760.3228044027958,A班,1,operator_test
2026-01-01 04:25:00,4424.403805813763,309.75673752754494,39.79320472457217,18700.880651696625,41.97402842636414,2.0426626623477246,3516.3655402942322,7.257655857405019,23.98160800680697,29.92577352699529,3.122810869160632,1862.5270295415885,A班,1,operator_test
2026-01-01 04:30:00,4316.49182126276,320.5615322680344,34.34485894178846,18569.236464235757,42.89377047561613,1.998663387010505,3602.4199355518936,7.266328013041229,23.941967984885462,30.57388149796855,2.8214153751198854,1784.6690950533343,A班,1,operator_test
2026-01-01 04:35:00,4383.9136709320765,293.92151041974773,41.70970694596515,18603.541711195212,43.680670730897695,2.098421702087214,3534.482351797362,7.190981167676849,23.675914746589132,29.424381840607147,2.650475523338479,1808.3949280927063,A班,1,operator_test
2026-01-01 04:40:00,4419.3546794061585,308.9752020556077,37.65534082771695,18427.384676203907,42.011142524331696,2.269071437378425,3718.492572890841,7.27548969989337,23.785994052998664,31.917790918775573,3.0750895655249955,1852.106833403565,A班,1,operator_test
2026-01-01 04:45:00,4358.218234174392,287.9692301010286,37.241033924327176,18578.869189243036,42.54399527910431,2.114835310214884,3588.731842374222,7.239585544040584,24.044866405207852,30.53628036519709,2.875584299467431,1808.0906816347965,A班,1,operator_test
2026-01-01 04:50:00,4383.275594306487,275.5710178734139,33.795156631771896,18434.859573325077,42.17728180933656,2.2248560861615503,3558.274868018627,7.170925862304507,23.856210241345767,28.05066615491464,2.971385850083396,1815.507255946017,A班,1,operator_test
2026-01-01 04:55:00,4407.322405503694,318.2615221337836,39.11777295400197,18486.48385790554,42.805415110531804,2.114803508073099,3691.953028492625,7.197435530895487,23.636770456634803,31.249386225955902,2.809399846754547,1792.5655752307703,A班,1,operator_test
2026-01-01 05:00:00,4391.081086098301,325.17987119496377,37.65443481517346,18594.496772909904,43.16300612429016,2.0337313758605995,3485.5347038877067,7.273397920614562,24.018711139953147,31.52128070271714,2.938030643719114,1831.6765838652273,A班,1,operator_test
2026-01-01 05:05:00,4384.4074081025265,337.9227631114049,38.0549344974789,18560.29832017568,44.08005409088181,2.1966546027176297,3647.2607648373255,7.168712776202425,23.771705921625543,32.81717508345127,2.878670707712682,1771.9348670986449,A班,1,operator_test
2026-01-01 05:10:00,4430.26757591716,294.15502599956847,41.34975901397705,18417.93599294084,42.26526289360607,2.1346733550620813,3608.007962389895,7.203310280703382,23.73107908510897,31.315886001734317,2.7880916752308122,1820.5239751574654,A班,1,operator_test
2026-01-01 05:15:00,4398.656443667457,300.079266938409,38.871835706082734,18790.813901381956,43.60756987542764,2.1136975300362377,3529.9593233570963,7.265126669820567,23.988379395341887,28.310613812969937,2.8611301567825236,1761.7911765132515,A班,1,operator_test
2026-01-01 05:20:00,4349.713714728087,323.61649680774076,35.09809688476327,18666.218083568823,43.18973219406254,2.2423170920795386,3576.8917650779304,7.313112684919081,23.96332280983035,34.61698850513528,2.6015854274865347,1788.554891071102,A班,1,operator_test
2026-01-01 05:25:00,4393.720354672209,320.0473890382948,37.066587118703545,18861.91600240422,42.37389220494382,2.096222879398768,3527.558581531283,7.208016265448291,23.813789207329897,35.78258457691565,2.542664679806588,1803.784395680202,A班,1,operator_test
2026-01-01 05:30:00,4386.483565872555,309.0558850733213,37.056369369242944,18505.79227887191,42.841774629384716,2.1482558576155215,3694.1593492599955,7.16923367840417,23.94387750389131,28.974452427973763,2.4807763708048327,1788.4417371437598,A班,1,operator_test
2026-01-01 05:35:00,4380.020041219183,309.8427556539948,41.11038820987879,18463.973535177112,43.40572505414254,1.9952444481125644,3463.269170524652,7.287063515178324,24.180181471857622,33.54669769738932,2.5062707280392296,1758.8209214572425,A班,1,operator_test
2026-01-01 05:40:00,4339.047807659445,308.0209054482026,39.32845239497444,18466.814405345624,43.328126113235854,2.1503638079379,3660.8036528201296,7.191971700270607,24.206639417762037,32.39241687057439,2.9831731483431954,1818.2831482311326,A班,1,operator_test
2026-01-01 05:45:00,4403.334129704892,311.88224993186316,40.16159456485243,18624.913633409542,42.49048063309582,2.025772564586106,3623.407588712222,7.201230179767066,24.080326706756452,29.709106147020552,3.089132753695943,1807.2851495004022,A班,1,operator_test
2026-01-01 05:50:00,4479.326405355216,291.67281986949797,35.77090645907729,18440.219627942683,43.72388037837388,2.251607550980826,3673.938702266205,7.219739888651509,24.083384829516817,34.417816031381044,2.8200050146349396,1820.5242171204625,A班,1,operator_test
2026-01-01 05:55:00,4426.721900053583,309.5818233898628,36.93664871206203,18613.658170546085,42.56531640760085,2.03720216439029,3628.414766801387,7.138685228536563,23.782267246762768,29.303105131054323,2.6366603463442013,1788.7645555052852,A班,1,operator_test
2026-01-01 06:00:00,4392.436204747193,293.8237333513449,40.12719677733989,18519.774088702816,43.32017869589323,2.106954442350292,3522.509898160758,7.12309670822292,24.071515148663057,33.77684836707765,2.5219610097646137,1826.5150061817862,A班,1,operator_test
2026-01-01 06:05:00,4446.624997396018,287.4604203725892,37.89008327641408,18737.818581630767,42.68582393036736,2.026031924013244,3544.032667412009,7.271054536068107,24.060846171386927,28.66973806834048,2.708364028379059,1819.9853915174986,A班,1,operator_test
2026-01-01 06:10:00,4395.995208629256,313.46828704958796,37.354451066431324,18682.372778979927,43.370614920166794,2.2230376200238693,3658.4469710393105,7.110756119429304,23.921507184288778,31.200612210271736,2.903427599517621,1794.233625475115,A班,1,operator_test
