记录时间,RAW_FEED,窑头煤量,分解炉煤量,KILN_SPEED,窑尾烟室温度(℃),窑头罩温度,C1出口温度,窑尾氧量[%],ID_FAN_SPEED,主传电流,FREE_LIME,化验备注
2026-01-01 00:00:00,362.903551798043,35.090037141500844,31.325507122723945,3.605343064466876,1076.1283605759093,1372.9244871641797,326.8377987315364,2.34548071995168,860.3975108082411,614.9097356563224,1.292759534730068,正常
2026-01-01 00:01:00,365.8939952332082,34.859032813097635,31.199136700221043,3.620759373465969,1072.7205927648733,1367.085824033461,323.1190036922962,2.408093305114752,864.2574152082683,615.5512575408302,1.1878753785660017,正常
2026-01-01 00:02:00,365.4223174809214,35.08399838391168,30.706598053813615,3.6237010056809598,1080.9762573946239,1376.6058766685885,327.3742912673442,2.4456144394686326,850.1737821045233,622.2220095812725,1.1625432808019676,正常
2026-01-01 00:03:00,366.1341100470152,34.734256432797594,31.381854077840572,3.62449655037843,1071.1555621369905,1382.3378105179986,325.8516791034419,2.4938754406086985,859.9243087637649,622.1223743002341,1.2785691136357935,正常
2026-01-01 00:04:00,365.11243053243265,34.90065013255309,30.77201148338717,3.5994577014668807,1086.4965836065273,1382.9612111410197,325.1120134079452,2.308347184378761,846.4967022005764,618.5167964409661,1.2481772401863587,正常
2026-01-01 00:05:00,365.8006180740594,35.071370290428355,30.985770935820806,3.599549425440167,1095.5615937605432,1367.542830627612,326.79843907108676,2.3869603995774358,860.3187351755262,611.7730342164699,1.1656869716922502,正常
2026-01-01 00:06:00,366.75183816173313,34.49550904982649,30.77935321989671,3.6148059156041086,1075.7285993309756,1389.2738799595904,327.8895751009415,2.4392381523927695,854.967697571466,611.651033630588,1.2189227874938966,正常
2026-01-01 00:07:00,366.53876891522646,34.868273680614315,30.869657253639605,3.56757845432822,1081.688212129168,1375.0045499208927,324.86234301267854,2.341001855657036,864.1910675300923,622.7335149950186,1.295879175897218,正常
2026-01-01 00:08:00,368.4413481112201,35.33433786741973,31.140891775453767,3.6083617455717834,1092.4197342190298,1376.2681853979484,326.0263016976921,2.339562437114033,864.1377888392936,625.513591213012,1.2953873344662625,正常
2026-01-01 00:09:00,367.4114653913213,34.83342515040508,30.878910124048144,3.6259788251852894,1067.5404839391501,1368.460435545648,325.66039329439803,2.4349184594587383,857.421494446997,603.5674627304478,1.2682355201613114,正常
2026-01-01 00:10:00,367.1420638226908,35.093470020770056,30.74882719822291,3.6099085075679715,1074.7012990647447,1376.1736103796181,325.91740496015194,2.5317206241721966,853.0219774993994,618.6997807377279,1.1626165045912538,正常
2026-01-01 00:11:00,366.09160420904317,35.02244660411887,30.820161441633093,3.598006940704996,1075.6043772083137,1388.177114893308,325.3690469512043,2.201459081053172,872.803086907373,605.301399381575,1.3678943973688442,正常
2026-01-01 00:12:00,366.79872662959735,35.20421739204071,31.031870438529296,3.6198820713440254,1075.4174428084957,1369.0276930203993,321.460323885821,2.29774923900572,863.7592407296828,623.5784083093473,1.240035058588059,正常
2026-01-01 00:13:00,367.48892912830223,35.10119216777075,30.83703630850821,3.6169643783099117,1081.5944992779187,1380.8209913325713,323.8269987792354,2.3113630685357887,863.4082978190328,632.7048320376423,1.200745487527517,正常
2026-01-01 00:14:00,368.0693320654688,35.206580869587455,30.63207157616431,3.6077143766914923,1077.2366783804553,1396.630489565372,322.0819073524997,2.2217651147156126,857.9413050125647,618.7781574856625,1.2406290349195597,正常
2026-01-01 00:15:00,367.1441637556135,34.9479836831434,31.485312935163723,3.6304661629651336,1077.8797455778567,1382.2224529303865,326.4774391881702,2.2776053081808407,855.5263666529394,621.6968453478113,1.1233354649272174,正常
2026-01-01 00:16:00,368.1589782259218,34.9538250242181,30.99433340638222,3.5717296524987385,1085.5456983350657,1385.6885525948608,324.9317224059723,2.338564861816688,860.0678488450628,631.8850244098348,1.3485491525614426,正常
2026-01-01 00:17:00,369.6082266218728,35.02593134751916,31.11431696241771,3.607035645203392,1081.9237567243765,1386.9111893686008,327.5122056071418,2.230265207421078,862.4137693373822,620.5024538485148,1.3216793545884151,正常
2026-01-01 00:18:00,368.3442217225006,35.15219741035485,30.4153283645943,3.617169842280756,1090.83803480751,1398.5056689208313,327.1786040497057,2.427902443194465,873.3704611722001,614.7520376420784,1.0984114056693488,正常
2026-01-01 00:19:00,367.81051111437944,34.8145439913906,31.427470160066832,3.568746237101764,1082.0118272349657,1371.531003614569,327.0858502722369,2.3820406420873894,857.5393586913638,630.7526989711699,1.3452501682110882,正常
2026-01-01 00:20:00,368.1353915837051,35.080359851961184,30.693539374894083,3.5944792802377674,1080.3605765889556,1368.0065326382437,326.67103653408356,2.354511584578986,858.2557764804423,613.6269297657661,1.2542743399759826,正常
2026-01-01 00:21:00,370.5699007509594,35.09298309298519,30.917620174779422,3.605394821060681,1085.2915564446096,1391.5989478743252,327.0489540677726,2.4054015151975965,857.6016858957404,613.4685961797159,1.3858472433466063,正常
2026-01-01 00:22:00,371.35241090276963,35.186378127949524,31.39749763262047,3.594456458054644,1089.375257961454,1395.2498923323433,324.56495851626187,2.3817307820412577,857.0171864944556,616.278875331567,1.128243335745959,正常
2026-01-01 00:23:00,368.5630243567351,34.89084117747286,31.308706209175607,3.5930684964291304,1081.9753235588798,1383.9638168722458,323.4036018004001,2.3228058268742444,868.0218971843508,631.0805719675215,1.125502681643344,正常
2026-01-01 00:24:00,371.08200143428587,34.662609154596815,31.12608249363784,3.6311984526100485,1082.2613636230772,1382.5088300423809,325.25017485170133,2.316757484480365,862.3404016213954,611.6044449347523,1.1928342912786545,正常
2026-01-01 00:25:00,369.96177452814345,35.365182244324096,30.765098589535874,3.6089360837533366,1087.127145841311,1386.8528990078019,324.8330877750382,2.2941134601009243,864.3737572762248,621.0220157412127,1.3023046836459584,正常
2026-01-01 00:26:00,369.86030799817297,35.158931261395686,30.56266575840059,3.6194465776320865,1078.803764528307,1382.0486247534761,323.09431133554267,2.523348761572242,856.1527859145422,610.6303633374191,1.2345109033194095,正常
2026-01-01 00:27:00,370.1814929770509,35.29101380282108,30.806791255803915,3.6039476417850045,1079.4428020780908,1396.6431036700515,326.1910118273796,2.440039237634326,862.5512609234321,644.2486423908058,1.273308098221145,正常
2026-01-01 00:28:00,369.7153363493672,34.734093316764096,31.181631948129215,3.612657358898483,1075.0645794749153,1381.5001529720892,325.5226253313363,2.4507224091208397,860.4238596315187,633.7454974511661,1.272353750830045,正常
2026-01-01 00:29:00,371.80550472410926,35.148806206110095,31.3724813396897,3.648738047889815,1080.019906048361,1383.8206922878524,324.44813237589034,2.30769053852146,861.8159319921352,613.1946971449692,1.1924522900645442,正常
2026-01-01 00:30:00,372.74495298573333,35.07232183559143,31.11169749273891,3.5841990074499814,1081.7956462097766,1371.0720593600445,323.40955553093113,2.4856992513825524,855.7543726220356,630.5014124542747,1.1943282932125387,正常
2026-01-01 00:31:00,371.70340501967956,35.09216761104669,30.67524737757543,3.5943167676442838,1075.1469482306443,1385.194632004765,326.1958356746701,2.4363749079585744,867.6027180789727,619.0063675558829,1.2484668138060735,正常
