记录时间,回流量(t/h),再沸器蒸汽,塔进料,顶温(℃),釜温,塔顶压力(kPa),TOP_PURITY,釜液位
2026-01-01 08:00:00,81.37106553941291,68.25366323444943,121.04162279271662,78.51424817191167,111.93547267626515,134.64622435820897,98.27351194926146,51.727403599758404
2026-01-01 08:00:30,82.30389652475361,67.9053916995408,120.63723744070734,78.55535832924258,111.87867654608122,134.35429120167305,98.12476014769184,52.04046652557376
2026-01-01 08:01:00,82.19799319247257,68.25687564103119,119.06111377220357,78.5632026818159,112.01627095657706,134.83029383342944,98.29497165069377,52.22807219734316
2026-01-01 08:01:30,82.44693515366716,67.84552218410366,121.22193304908983,78.56532413434248,111.85259270228318,135.11689052589992,98.23406716413768,52.46937720304349
2026-01-01 08:02:00,82.17554208929901,68.14423426825704,119.27043674683895,78.49855387057835,112.10827639344213,135.148060557051,98.20448053631782,51.5417359218938
2026-01-01 08:02:30,82.41671850276771,68.3840888940944,119.95446699462659,78.49879846784044,112.25935989600906,134.3771415313806,98.27193756284348,51.93480199788718
2026-01-01 08:03:00,82.73631728492904,67.68067134494162,119.29393030366947,78.53948244161096,111.9288099888496,135.4636939979795,98.31558300403766,52.19619076196385
2026-01-01 08:03:30,82.70604571656013,68.20647921440985,119.58290321164674,78.41354254487526,112.02813686881947,134.75022749604463,98.19449372050714,51.70500927828518
2026-01-01 08:04:00,83.30978969514202,68.76932102822947,120.45085368145206,78.52229798819143,112.20699557031716,134.81340926989742,98.24105206790769,51.697812185570164
2026-01-01 08:04:30,83.03302151514197,68.23311961228566,119.61251239695406,78.56927686716077,111.79234139898584,134.4230217772824,98.22641573177593,52.17459229729369
2026-01-01 08:05:00,82.9835304531305,68.61927217822097,119.19624703431332,78.52642268684792,111.91168831774574,134.8086805189809,98.23669619840608,52.65860312086098
2026-01-01 08:05:30,82.69876217693104,68.62051879059086,119.4245166132259,78.49468517521332,111.92673962013856,135.4088557446654,98.21476187804818,51.007295405265864
2026-01-01 08:06:00,82.94021732194334,68.87145349808173,120.10198540329375,78.5530188569174,111.92362404680826,134.45138465101996,98.05841295543284,51.488746195028604
2026-01-01 08:06:30,83.17545521120921,68.76659756402145,119.47851618722628,78.54523834215976,112.0265749879653,135.04104956662857,98.15307995116942,51.556815342678945
2026-01-01 08:07:00,83.37652327273088,68.92591190653067,118.8226290437258,78.52057167117731,111.95394463967425,135.8315244782686,98.08327629409999,51.108825573578066
2026-01-01 08:07:30,83.12460284105732,68.68620402640163,121.55300139252391,78.58124310124036,111.96466242629761,135.1111226465193,98.25909756752681,51.38802654090421
2026-01-01 08:08:00,83.45327459333637,68.70376234325852,119.98186690042311,78.4246124066633,112.09242830558443,135.28442762974305,98.1972688962389,51.69282430908344
2026-01-01 08:08:30,83.91079007767135,68.78729455227068,120.36581427973668,78.51876172054237,112.03206261207293,135.34555946843003,98.30048822428567,51.15132603710539
2026-01-01 08:09:00,83.55276117240487,69.03967430758789,118.12905076670175,78.54578624608202,112.18063391345851,135.92528344604156,98.28714416198824,52.139512215972324
2026-01-01 08:09:30,83.41217214093666,68.68413689965743,121.36790451221387,78.41665663227137,112.0335304539161,134.57655018072845,98.28343401088948,51.91020321043695
2026-01-01 08:10:00,83.52743404977079,69.05007493976956,119.01932599966106,78.48527808063405,112.00600960981593,134.40032663191218,98.26684146136334,51.77255792289493
2026-01-01 08:10:30,84.27378235702486,69.01971539220614,119.73638455929415,78.51438618949516,112.08819260741016,135.57994739371625,98.28195816271091,52.02700757598798
2026-01-01 08:11:00,84.52265515767279,69.1515435437635,121.27199242438552,78.48521722147905,112.15625429935757,135.76249461661718,98.18259834065047,51.90865391020629
2026-01-01 08:11:30,83.69801188614464,68.93039506742922,120.98785986936194,78.48151599047767,112.03292205931467,135.19819084361228,98.13614407201601,51.61402913437122
2026-01-01 08:12:00,84.46386179869701,68.59352610131867,120.40346397964109,78.58319587362679,112.03768939371795,135.12544150211903,98.21000699406805,51.58378742240183
2026-01-01 08:12:30,84.13586828142212,69.5558159665093,119.2483154865148,78.52382955667557,112.11878576402185,135.3426449503901,98.19332351100154,51.47056730050463
2026-01-01 08:13:00,84.1113569039324,69.34302538873119,118.60053042688189,78.55185754035223,111.98006274213844,135.1024312376738,98.12377245342171,52.61674380786121
2026-01-01 08:13:30,84.21143394305166,69.53642690398873,119.38173201857254,78.51052704476001,111.99071336796818,135.83215518350258,98.24764047309519,52.20019618817163
2026-01-01 08:14:00,84.07304315550446,68.8971966277169,120.58122223401348,78.53375295706262,111.91774299124859,135.07500764860447,98.22090501325346,52.2536120456042
2026-01-01 08:14:30,84.69922904549853,69.37571525461766,121.19194028700703,78.62996812770618,112.00033176747269,135.19103461439263,98.17792529503562,51.5384526926073
2026-01-01 08:15:00,84.97782550267496,69.282432015814,120.35743197676452,78.45786401986662,112.02992743682961,134.55360296800222,98.13638222123726,52.42849625691276
2026-01-01 08:15:30,84.65970008910035,69.38286551918334,118.96079160824138,78.48484471371809,111.91911580384406,135.25973160023824,98.2478334269868,52.18187453979287
2026-01-01 08:16:00,83.99531032439681,69.44028279418772,119.5273152317062,78.51473155171446,111.99447183036904,135.57017606651627,98.08440922288095,52.458101849645644
2026-01-01 08:16:30,84.76071921717713,69.7743546445557,121.66302621083932,78.45267657029916,111.95005370597147,134.79052234501347,98.2472322915035,51.41909387652892
2026-01-01 08:17:00,84.59841862722024,69.01682251444058,119.58009304729595,78.52217041267201,111.90990368197119,135.0270949286531,98.24731819536345,52.494917760408384
2026-01-01 08:17:30,84.73646907883622,69.5643517800814,120.8171217272119,78.66376982893163,112.03435126081114,134.65697895505068,98.12659641465527,52.29362826472111
2026-01-01 08:18:00,84.7590208471066,69.87346957654042,119.91759877274517,78.41980135112024,112.0859129333546,135.05999907540175,98.16783539043828,52.75044437575822
2026-01-01 08:18:30,84.77492328650256,69.87367609621796,120.17493372372418,78.6037604184966,112.00217869571273,135.13841630542964,98.14263322163204,51.834328388079925
2026-01-01 08:19:00,84.37500650281437,69.11852301816913,120.49955200070954,78.48277436345118,111.95933995775903,134.6069003333627,98.20089129514642,52.29838724759997
2026-01-01 08:19:30,84.76073854976728,69.44966974501929,120.02855536176543,78.48367509149853,112.19324615041477,134.91791289598186,98.21990310273088,52.19404092363442
2026-01-01 08:20:00,84.67081159002522,69.4453298478487,121.18755466389968,78.37669751224642,112.04684321061039,134.80939255896376,98.40184623248392,52.347238377792934
2026-01-01 08:20:30,84.95881575457598,69.63494360146709,120.09063957626215,78.53750466022704,111.9301450468087,134.76426797407592,98.17211895017176,52.34297520850291
2026-01-01 08:21:00,85.74521385412451,69.41999093514833,118.94118571075897,78.46907376967779,112.05497430524927,134.58917365178186,98.07401279529596,51.88842082054383
2026-01-01 08:21:30,84.62001495571836,69.85709735448492,119.81872280586398,78.53621904532125,112.08548410142238,135.0737097697506,98.2184020253453,51.40254412773825
2026-01-01 08:22:00,85.22801383159786,69.95161825965077,120.73192762634065,78.55996387174433,112.0154353702235,134.74288325457445,98.18716853525324,51.73249385318091
2026-01-01 08:22:30,85.73372396540182,69.81199779752478,121.53306040689807,78.45579490923674,112.10446307099984,135.1161123135294,98.175371769472,51.5930311975819
2026-01-01 08:23:00,84.9402153205813,69.50094027447477,120.78982981259372,78.46323029884859,111.97671293826778,135.18681028225967,98.28039416271879,51.678376619873845
2026-01-01 08:23:30,84.8278779004214,70.20830444014642,120.11070350837802,78.60080448246953,111.92088501469253,135.01826767477363,98.26163540395603,51.95069070120524
2026-01-01 08:24:00,85.10163189531998,69.76920499430649,119.98589487839224,78.55080586286249,112.21074407261877,134.44524969363974,98.14094528611463,52.2255822961823
2026-01-01 08:24:30,85.17893315084639,69.92682861072957,118.78936865576644,78.47993142169715,112.05455284255932,135.21036524815366,98.21353814768278,52.68278748150542
2026-01-01 08:25:00,85.22453686328446,70.1270781840921,118.51002041914852,78.52130880525146,112.0849134501223,135.19007575494973,98.16811739384697,51.871309519325315
2026-01-01 08:25:30,84.83993448865075,70.02698469474802,120.84182935103236,78.62642226198872,112.02346020045623,134.9564813289851,98.29709093801029,52.73460116319659
2026-01-01 08:26:00,84.72925022312306,70.08635509336763,119.68038275653204,78.34739513728397,111.92409528037976,134.82257973094517,98.2936080461573,52.26355852836323
2026-01-01 08:26:30,84.78496556038827,70.51144155059524,119.67216876857859,78.48930773117597,112.070152634758,134.880855697347,98.22050335817725,51.911936736960605
2026-01-01 08:27:00,84.60735038923787,69.7888177139873,120.73633365433685,78.392659259078,111.8817808669357,134.58109928098273,98.15455806904264,52.177990170609434
2026-01-01 08:27:30,85.01218878501105,69.91607731801469,119.61737141258915,78.53554822382065,111.92321070740377,135.0842038110258,98.27864380412684,52.27057159743288
2026-01-01 08:28:00,84.46816669446775,69.89846417282715,119.97627089694451,78.59804373474303,112.00962055609196,135.0332819671402,98.29766771561773,51.43213014822428
2026-01-01 08:28:30,84.95259749983224,70.02812714934927,119.70752039929621,78.47406091222776,112.19323562153917,135.09448200912163,98.2890882899021,51.74407991780247
2026-01-01 08:29:00,84.73319977273215,69.82314796508976,120.91027070228839,78.47073057222357,112.01044479232253,135.1300723106878,98.2105481239914,51.854736391738676
2026-01-01 08:29:30,84.61411452117677,70.23110633838228,120.92843179783502,78.35533421840526,111.99496801729386,135.19755591039612,98.20485315762942,52.17147598111831
2026-01-01 08:30:00,84.18746497648401,70.35858601855861,120.4503810466818,78.51093063177068,111.9653955968672,134.86808837828957,98.17152495321488,52.19340488283517
