采集时间,入口热风温度,热风流量,给料量,产品水分,物料出口温度,尾气湿度
2026-01-01 00:00:00,179.26624312931506,42091.318764401796,38.15624341890749,9.2,82.0,61.0
2026-01-01 00:00:10,180.49592064482857,42002.804752866476,38.14463930925131,9.209460670349715,82.01864458478762,61.078957414544796
2026-01-01 00:00:20,180.51360258244924,42166.185650069354,37.957256989594114,9.234031118627584,81.98534791806954,61.085614873659665
2026-01-01 00:00:30,180.94499308314894,42054.91096554872,38.330381192908185,9.248314697581844,81.8816619413674,61.11510610721402
2026-01-01 00:00:40,180.7689099733283,42199.208716469766,38.086605696634734,9.270623512414538,81.88918840609561,61.11403540443484
2026-01-01 00:00:50,181.19027044445326,42322.2496036987,38.238089394910894,9.280059378283568,81.95742031128924,61.125157163887955
2026-01-01 00:01:00,181.70243201348504,42105.62733880806,38.187800864023664,9.294377458402943,81.91819037709747,61.11989772977858
2026-01-01 00:01:10,181.80558299314333,42331.42410121174,38.27983421526738,9.29910762396328,81.88362673927881,61.099028688667055
2026-01-01 00:01:20,182.64745422322264,42570.434049225034,38.458592310939856,9.290904721159947,81.91330177099813,61.06259244701655
2026-01-01 00:01:30,182.46096161354464,42413.652539742085,38.38126746487648,9.304020678446031,81.98678534636858,61.10120192118721
2026-01-01 00:01:40,182.53839195831014,42588.765766219745,38.36709758930235,9.291195895188618,82.07819293692543,61.209048428035594
2026-01-01 00:01:50,182.3399657107874,42625.14341400019,38.44943435365572,9.262516646031532,82.1198538486645,61.19063338904666
2026-01-01 00:02:00,182.75396878520866,42751.22267467328,38.59896027666074,9.23153855919656,82.21892636797291,61.3185251926106
2026-01-01 00:02:10,183.15909035841275,42749.014616158966,38.553137721902765,9.193869500374232,82.37072902916475,61.253439462291034
2026-01-01 00:02:20,183.52259065020547,42841.688668232506,38.502227721332176,9.178135322492258,82.31050289315651,61.24473205640893
2026-01-01 00:02:30,183.35572115050022,42790.47912360126,38.9590149880644,9.161019788262337,82.38827452981056,61.26560944198198
2026-01-01 00:02:40,183.86420108501417,42831.633505930135,38.77031775830238,9.140371053965724,82.40622993223656,61.32622616190304
2026-01-01 00:02:50,184.52086765354693,42896.270385230586,38.87460761708799,9.148741082975471,82.45268326120816,61.29394357827704
2026-01-01 00:03:00,184.22381385244935,43021.408190831855,38.5854990260168,9.177134224092473,82.39310447960855,61.22405799246792
2026-01-01 00:03:10,184.17806932320804,42927.3956621093,39.11742468776615,9.136344946389576,82.48874334054157,61.297944474276875
2026-01-01 00:03:20,184.42833062267684,43092.79830177227,38.810910764651176,9.119736272832652,82.53957648881233,61.10451190583418
2026-01-01 00:03:30,185.41225852327977,43115.202114243715,38.96390136162213,9.11379390653403,82.67322351838892,60.986550690301364
2026-01-01 00:03:40,185.81308607706063,43195.64624144699,39.239317140488936,9.119971320038434,82.71539667787447,60.9152254522725
2026-01-01 00:03:50,184.95865721086435,43148.6561124378,39.241398596398575,9.106288780458785,82.830296924829,61.010986173796525
2026-01-01 00:04:00,185.9568767286946,43059.62867847702,39.198051379022694,9.121576937790712,82.89285264644072,60.885914371975865
2026-01-01 00:04:10,185.67591544132404,43437.9053980518,39.068686323455026,9.110738921147274,82.76678612894355,60.84785823857944
2026-01-01 00:04:20,185.74588632976636,43392.745203227314,39.01500520478688,9.092456333107767,82.68516448856879,60.79009501205313
2026-01-01 00:04:30,185.9579829208985,43493.39145215394,39.17523602497005,9.06019456296355,82.81171399490837,60.77851610490819
2026-01-01 00:04:40,185.88854561729556,43293.852972384484,39.3977587543775,9.024679771137507,82.99222386887334,60.77407497746016
2026-01-01 00:04:50,186.70770226806266,43496.2524271717,39.53149911027598,9.008958849930332,83.16175187892884,60.875134846873046
2026-01-01 00:05:00,187.1178383352959,43492.337346333,39.44797396382948,9.00634956944508,83.2220779380121,60.67726166712028
2026-01-01 00:05:10,186.82821531453857,43557.68043499032,39.27963263348889,8.982065436709043,83.26312011856892,60.6387459908837
2026-01-01 00:05:20,186.13095314976192,43607.04403585707,39.405254876205646,8.969858721507133,83.36892561279882,60.83016838517346
2026-01-01 00:05:30,187.09804843231836,43755.49606227758,39.765729727862016,8.986237889057797,83.49810416770119,60.966807244754165
2026-01-01 00:05:40,186.97900173229894,43510.45007604146,39.49286818210621,9.007212639607259,83.69118656347034,60.93497107573969
2026-01-01 00:05:50,187.2064807860775,43734.692478300334,39.71744704741227,9.015984460645939,83.83811252618523,60.77064473670169
2026-01-01 00:06:00,187.29526183193994,43872.56013303093,39.62097540982711,9.00078474896744,83.87757962145899,60.74539135000984
2026-01-01 00:06:10,187.37227389148364,43898.66044025477,39.69745101016309,8.973918228237444,83.93768911829612,60.714208987230954
2026-01-01 00:06:20,186.9600941144797,43652.25957626076,39.78342417833092,8.93984757599954,83.90560704447844,60.65613017743372
2026-01-01 00:06:30,187.4603812320767,43796.34274447572,39.74944690665514,8.97604575988017,83.92475173694609,60.70283589206603
2026-01-01 00:06:40,187.40155946460794,43819.05490111348,39.95934776881466,8.964453470629682,83.83997437982686,60.62595412545143
2026-01-01 00:06:50,187.7794380736088,43910.982873272216,39.83022738146984,8.925050967451979,83.89209212783125,60.740022163604664
2026-01-01 00:07:00,188.73451523722736,43856.64802650288,39.692579478423276,8.93230627309569,83.93570620165463,60.66119612001024
2026-01-01 00:07:10,187.4550972644117,44036.42440188407,39.85832114267984,8.905746473032936,83.97402185838759,60.782173312958534
2026-01-01 00:07:20,188.1934113226567,44092.229075705174,40.02874174581129,8.87735746627138,84.06741117662722,60.81247963454544
2026-01-01 00:07:30,188.80802731192693,44063.09135123841,40.18166841882746,8.977155160698926,83.97044959028997,60.684175047158824
2026-01-01 00:07:40,187.90250195704994,43971.5744722455,40.10224580047446,8.96669067082324,84.0035383765653,60.63559862940294
2026-01-01 00:07:50,187.78726965285063,44246.01756994112,40.031732626817515,8.95431770240302,84.00681167229787,60.68050069877749
2026-01-01 00:08:00,188.11805432359225,44107.05221014869,40.04364974319879,8.9413830433929,84.08269402430577,60.72411992024695
2026-01-01 00:08:10,188.21520915247933,44182.216166482554,39.89408095268073,8.948297437652686,84.15171654686984,60.836003909557164
2026-01-01 00:08:20,188.27094090569358,44272.02535370161,39.88134994440814,8.955083553308034,84.18117524670525,60.85761513096873
2026-01-01 00:08:30,187.82031966793957,44253.0021033871,40.25954321114782,8.923582870778663,84.18831274976034,60.876970138066
2026-01-01 00:08:40,187.68482474041448,44290.66840665598,40.11298873080153,8.935810485306435,84.16505538510512,60.85023686399894
2026-01-01 00:08:50,187.73902329095793,44459.26684816398,40.138649875787316,8.945646075459777,84.12641284614529,60.823194001827986
2026-01-01 00:09:00,187.51657329693032,44213.9560626106,40.32438901250766,8.949411048751587,84.1493914622509,60.89284950607821
2026-01-01 00:09:10,187.96923696002276,44273.86223822639,40.181870944365116,8.939373178591389,84.04617796597425,61.09980495520931
2026-01-01 00:09:20,187.31049965918484,44280.8659164918,40.26023498355314,8.918697269033608,84.19668762297783,61.27251648788323
2026-01-01 00:09:30,187.84724975837904,44340.13379041097,40.24364564178419,8.89121346300932,84.15113395012277,61.27537468934644
2026-01-01 00:09:40,187.55851929835563,44278.168710915874,40.446967091268334,8.89670382823218,84.21426987158456,61.347420798892955
2026-01-01 00:09:50,187.38250409280224,44436.09314577791,40.47177767549739,8.869150642287922,84.18071277963355,61.20458402564486
2026-01-01 00:10:00,186.84338345028516,44492.27135372524,40.42132613608244,8.920627441074052,84.21027654324189,61.16707492197006
2026-01-01 00:10:10,187.69927670284073,44368.642911850584,40.41462523515546,8.945033090972277,84.15240229003268,61.1897694655931
2026-01-01 00:10:20,186.941102739343,44368.185005767,40.233440266818924,8.965430918738543,84.1531100504279,61.3387480504344
2026-01-01 00:10:30,186.6785169540475,44457.5644754209,40.394766528638215,8.938128739323629,84.2064837555293,61.44595586147324
2026-01-01 00:10:40,186.93009855363326,44431.79822186424,40.35745396605503,8.935221656066759,84.15584395979766,61.394554884033035
2026-01-01 00:10:50,187.27364361723332,44378.105125110356,40.15409049155319,8.95062547433169,84.02370119260644,61.3164595335791
2026-01-01 00:11:00,186.8484205957688,44360.02983496561,40.46478026178791,8.95532717553574,84.1391488077654,61.22341261749733
2026-01-01 00:11:10,186.40910893151295,44537.825040591444,40.55841445093658,8.953097454329527,84.06815125792725,61.14635531507465
2026-01-01 00:11:20,185.67169576438104,44374.00508853464,40.695434805886606,8.961837679210099,84.04566056092027,61.18339465535462
2026-01-01 00:11:30,186.78220517089494,44345.005882153215,40.54968569436732,8.956638678775077,84.06501022876691,61.09732266168952
2026-01-01 00:11:40,186.45510270603015,44364.05525953504,40.40989704099127,8.919069781623103,84.13694794256357,61.10862612768752
2026-01-01 00:11:50,185.76955907166098,44459.01968784739,40.459359672142895,8.92746157138166,84.00232680669771,61.14197573976283
2026-01-01 00:12:00,185.90671611424463,44317.923747443325,40.46157590252986,8.989508152586023,84.0031009061128,61.23437121234804
2026-01-01 00:12:10,185.68193744651782,44450.85901742988,40.53506312952978,8.987349157218233,83.92847708767412,61.29270073189379
2026-01-01 00:12:20,186.18852900431705,44335.55647672984,40.44712795194531,9.0108373426749,83.83853861842162,61.281286235699845
2026-01-01 00:12:30,185.18484392990996,44242.84477299337,40.55153725382107,9.004553928873857,83.927718853623,61.19913087768638
2026-01-01 00:12:40,185.34050782086737,44346.4000327087,40.43749459116792,8.975811623562187,83.75429841691077,61.03387770020977
2026-01-01 00:12:50,184.8369151510771,44445.00380705068,40.50133075092809,9.00070138434581,83.67783188719952,61.02062107639599
2026-01-01 00:13:00,184.27791581196098,44316.87379216293,40.43332297427865,8.993194250042267,83.71726613085447,61.11590260061878
2026-01-01 00:13:10,184.50104149354567,44403.840234240735,40.54085580976382,9.01248308472929,83.69624192404694,61.08605626281755
2026-01-01 00:13:20,184.46385247873283,44221.853416959915,40.404042561635464,8.97817266045631,83.76752671185909,61.22522692340823
2026-01-01 00:13:30,184.38869174567918,44410.61414872618,40.526362864069945,9.000995762189532,83.67623731169701,61.205262334779064
2026-01-01 00:13:40,183.13764320896672,44329.17735868025,40.5118335413329,9.031304733687133,83.7701742447806,61.2696889691066
2026-01-01 00:13:50,183.84363027215787,44224.68550253458,40.540924142326105,9.00351753861618,83.73035860663266,61.27685258946735
2026-01-01 00:14:00,183.74386202319567,44380.44763738156,40.57351034338493,9.029338443480428,83.75433887923317,61.29634774326178
2026-01-01 00:14:10,182.90041642974174,44331.687561371364,40.721637920606355,8.998811825405188,83.6585756768737,61.238422930977855
2026-01-01 00:14:20,182.78429052537365,44007.68855947185,40.59641319043217,8.993041466597605,83.63167375011578,61.207820224279374
2026-01-01 00:14:30,182.53438023877925,44118.51072103718,40.642797092850216,9.013823870315754,83.63069580403952,61.117727991232755
2026-01-01 00:14:40,182.80952133298476,44198.87327226704,40.44883442764032,9.070143885630094,83.6762835740124,61.11707429321328
2026-01-01 00:14:50,182.3676693848796,44097.014046843426,40.71755898517697,9.124449125589273,83.5908859845272,61.21318839572158
2026-01-01 00:15:00,182.36477165857914,44228.640936144984,40.49722280470177,9.143855894058197,83.56944832884771,61.35310402609004
2026-01-01 00:15:10,181.5089059741262,43931.02735546746,40.75189174964626,9.13764151219113,83.45544775371954,61.421153411800056
2026-01-01 00:15:20,181.41742576316446,44061.51001670003,40.45210330792943,9.126264513232707,83.26235156281635,61.37420150761165
2026-01-01 00:15:30,181.2985451620028,43828.051790353595,40.624895191895455,9.09981387643273,83.0997321638141,61.12143249602494
