时间,IN_FLOW,进水化学需氧量,进水NH3-N,鼓风量,BLOWER_FREQ,曝气池DO[mg/L],MLSS,PH值,池温(℃),OUT_COD,EFFLUENT_NH3N,RAS_FLOW,班组备注
2026-01-01 00:00:00,4137.10655394129,322.1758352535731,40.60405698179156,18417.346845626405,42.48378141012122,1.9938673074626942,3673.511949261456,7.17274035997584,24.015900432329648,29.727433914080585,2.933623546031462,1820.693895721583,A班
2026-01-01 00:05:00,4224.083666265204,302.9327773660833,39.593093601768345,18539.896060249517,42.02941236864977,1.9062873605019155,3524.7601476918485,7.204046652557376,24.17029660833073,29.88781438520754,2.6058605580187555,1785.9785223051324,A班
2026-01-01 00:10:00,4207.197580984704,317.27973156904227,35.65278443050893,18539.84232941313,43.13016765261653,2.0490881500288287,3694.9716506937666,7.2228072197343165,23.606951284180933,31.555502395318115,2.5266977525061485,1791.1670955182324,A班
2026-01-01 00:15:00,4225.816481233019,295.013987883228,41.054832622724575,18556.057738376832,41.82074161826541,2.1350671577699782,3634.0671641376757,7.2469377203043495,23.996972350550596,31.530593575058546,2.8892784801118543,1787.4782028120048,A班
2026-01-01 00:20:00,4192.432532874896,306.83663299480656,36.17609186709737,18432.533578879953,43.86621114753698,2.1444181671152966,3604.480536317809,7.15417359218938,23.459868088023057,30.629199110241537,2.7943038755823704,1809.351835739751,A班
2026-01-01 00:25:00,4210.346347670682,315.8411048923942,37.88616748656645,18445.440145130146,45.07487916807242,1.9131424594141806,3671.93756284347,7.193480199788718,24.012749407021047,28.943258554117484,2.5365217865382816,1786.563583190515,A班
2026-01-01 00:30:00,4236.153327725757,279.57723429846953,36.23482575917366,18524.530991824464,42.430479910796755,2.2391081993938555,3715.583004037659,7.219619076196385,23.79870790285864,28.91275840764701,2.7028837109184267,1781.0697566942656,A班
2026-01-01 00:35:00,4227.034253739158,302.32663678945164,36.95725802911686,18329.23779493029,43.22509495055575,2.0250682488133913,3594.493720507141,7.170500927828518,24.167642701203693,31.683378748754656,2.943372424678806,1824.1704676268419,A班
2026-01-01 00:40:00,4281.387695751972,326.86584544498743,39.12713420363015,18530.418369313513,44.65596456253732,2.044022780969227,3641.052067907684,7.1697812185570164,24.165511553571747,32.378397803252994,2.9418354202070702,1808.9841627479227,A班
2026-01-01 00:45:00,4247.770779327114,298.66487131992653,37.031280992385135,18577.354846270136,41.33873119188669,1.9269065331847188,3626.4157317759214,7.21745922972937,23.896859777879882,26.89186568261196,2.856986000504098,1808.7793011258252,A班
2026-01-01 00:50:00,4236.972232307379,314.75248636535997,35.99061758578328,18505.51459288705,42.293506541965954,2.042604155694274,3636.696198406077,7.265860312086098,23.720879099975978,30.674945184431984,2.526926576847668,1790.7675385565426,A班
2026-01-01 00:55:00,4202.74631408478,312.3819086708543,36.561291533064754,18433.95018267933,42.41391696110851,2.222656723399622,3614.7618780481725,7.1007295405265864,24.51212347629492,27.325349845393767,3.168419991777638,1790.2452052345532,A班
2026-01-01 01:00:00,4221.252661708401,322.01533558916736,38.254963508234376,18534.405148571983,42.3889923744661,1.935415395305988,3458.4129554328406,7.14887461950286,24.150369629187313,31.894602077336835,2.7688595580876845,1797.9060821217224,A班
2026-01-01 01:05:00,4239.256650500593,314.59145763530057,36.69629046806568,18535.337168590064,43.21259990372249,2.1123148699885697,3553.0799511694167,7.155681534267894,24.13633191276131,34.17620800941057,2.6460796485234903,1856.8143239694436,A班
2026-01-01 01:10:00,4253.972324545408,319.8700544574037,35.05657260931449,18508.638133947756,42.631557117394024,2.34945734348058,3483.2762940999874,7.110882557357806,23.91765220050259,30.694539371415626,2.7707157341236237,1822.7036479098017,A班
2026-01-01 01:15:00,4223.526965763439,306.0195262284999,41.88250348130979,18578.33352789494,42.71729941038089,2.133336793955796,3659.0975675268073,7.13880265409042,23.821054666117575,31.424211336952823,2.4041733278975537,1735.5670573014884,A班
2026-01-01 01:20:00,4251.287626605363,304.5433406464264,37.95466725105777,18362.819948618708,43.73942644467544,2.185328288922913,3597.2688962388934,7.1692824309083445,24.002713953802512,33.971256102458696,3.1079661017545077,1805.7926136888893,A班
2026-01-01 01:25:00,4292.088272160363,306.2610729317787,38.91453569934169,18532.60437132582,43.25650089658353,2.2036678405290115,3700.4882242856734,7.115132603710539,24.096550773495284,31.12561346212872,3.023997983088797,1808.8009427757793,A班
2026-01-01 01:30:00,4251.498715553756,316.11224552078994,33.322626916754395,18544.72847001065,44.44507130766801,2.37758503381247,3687.1441619882276,7.213951221597233,24.534818446888004,29.688009410519598,2.326285642716715,1774.4999390266396,A班
2026-01-01 01:35:00,4232.825813106428,296.81371947755315,41.419761280534665,18337.963017581555,43.268243631328765,1.9729650542185346,3683.434010889475,7.191020321043695,23.90157434765455,33.68817474279247,3.0976567756596505,1731.553483027771,A班
2026-01-01 01:40:00,4239.918896037244,312.1778862670021,35.54831499915266,18445.86034817714,43.04807687852742,1.9200979895736567,3666.8414613633413,7.177255792289493,23.93023105921769,29.406732441441527,2.813357312424946,1778.5442179613085,A班
