dt,Fb,Ph,Pc,Fo,dP,Pt,Th,CO2,H2,R,Si
2026-01-01 00:00:00,3926.6243129315058,3.3057780447761225,3.62594496828841,9245.573704796108,1.4009182519830878,1.8519875540412059,1083.2551326080418,19.277300934964103,3.164139302095102,3.2544525537223965,0.5628066093261525
2026-01-01 01:00:00,4029.595532911479,3.2692864002091313,3.5329750923074057,9161.853105476095,1.4228326567901632,1.8712870760413414,1081.7206067152222,19.30536751741132,3.0068130678490026,3.2690137052941504,0.5525251046996424
2026-01-01 02:00:00,4011.3880013431976,3.328786729178679,3.6393572816836044,9276.9800739251,1.4359650538140214,1.8008689105226166,1074.3281129535978,19.59721291918067,2.9688149212029513,3.273178943042774,0.578279989674474
2026-01-01 03:00:00,4034.592916916138,3.364611315737491,3.6012919775860475,9093.761847487447,1.4528564042130445,1.8496215438188246,1085.6208165933353,19.592853875635246,3.14285367045369,3.275555074925435,0.5484142617584482
2026-01-01 04:00:00,3997.112803587703,3.3685075696313738,3.582800335198631,9168.403992347992,1.3879215145325663,1.782483511002882,1076.3521837341948,19.43510984429227,3.097265860279538,3.2564014962436736,0.5968668026911836
2026-01-01 05:00:00,4019.46005696569,3.2721426914225753,3.6249609767771687,9271.057512782734,1.4154361398521025,1.8515936758776308,1080.2611836252468,19.14007024697056,2.9735304575383754,3.258188663000949,0.62428862644946
2026-01-01 06:00:00,4050.9910188375875,3.40796174974744,3.652239377523537,8967.0165646898,1.4337333533374694,1.8248384878573303,1077.4471074257674,19.134732721338228,3.053384181240845,3.2726113871627858,0.5648617818347909
2026-01-01 07:00:00,4041.7450027730656,3.3187784370055797,3.5765585753169633,9167.2313397324,1.3993506494799623,1.8709553376504615,1079.3800965465482,19.619591281032065,3.168818763845827,3.234962055271136,0.5852985951341029
2026-01-01 08:00:00,4106.515445943915,3.326676158737178,3.6056575424423025,9450.467484595241,1.3988468529899114,1.8706889441964685,1084.2072497628017,19.741219615569275,3.168081001699394,3.270652572287276,0.6157867312002654
2026-01-01 09:00:00,4068.614142241952,3.2778777221602997,3.596509832359951,9157.84738178375,1.4322214608105583,1.8371074722349852,1080.5019798119893,18.781076494457093,3.1273532802419672,3.287035120247433,0.5411870823086474
2026-01-01 10:00:00,4057.289802693238,3.326085064872614,3.6029351240037983,9295.125280773047,1.4661022184602688,1.8151098874969975,1078.9058848692575,19.4431154072756,2.9689247568868806,3.275341697215048,0.5640822543279871
2026-01-01 11:00:00,4018.584312084177,3.401106968083176,3.589226173780108,9238.560043691923,1.3505106783686103,1.9140154345368652,1080.5310204222708,18.856936222943908,3.2768415960532664,3.2671187465493037,0.5677540026080455
2026-01-01 12:00:00,4041.3458885083505,3.281423081377495,3.4915080971455255,9347.35187589155,1.384212233652002,1.8687962036484143,1084.4004689213846,19.656555363533947,3.085052587882089,3.2870392112896694,0.5664258254271053
2026-01-01 13:00:00,4063.462843109379,3.355131195828571,3.5506749694808852,9299.204920455364,1.388977073987526,1.867041489095164,1081.7633062136229,20.05583640164685,3.0261182312912753,3.2862948119887365,0.5858434488814432
2026-01-01 14:00:00,4081.6803379382254,3.4539405597835753,3.507047683812492,9363.98780333727,1.3576177901504645,1.8397065250628237,1078.9618955746637,19.446544389997733,3.0859435523793395,3.280268966938318,0.5739559819195423
2026-01-01 15:00:00,4047.142388752131,3.363890330814915,3.616935979704255,9205.940473638168,1.3771618578632943,1.827631833264697,1093.0893880511126,19.574236983966745,2.910003197390826,3.3009064131759933,0.5742455042313828
2026-01-01 16:00:00,4080.439491953533,3.3855534537178804,3.5782930601493086,9222.376165350423,1.3984977016358409,1.850339244225314,1085.7067171072733,20.01996981793027,3.247823728842164,3.253631737808524,0.6010539833953463
2026-01-01 17:00:00,4128.87362909198,3.393194933553755,3.6428051401785457,9281.71276805742,1.3605928225973773,1.8620688466869109,1088.0965927333289,19.521982355872527,3.2075190318826228,3.2847202661247565,0.5889005293333878
2026-01-01 18:00:00,4082.272030109981,3.4656604307551957,3.6344651012426423,9330.07374437289,1.4297658551180628,1.9168523058610005,1077.3798189527452,19.27040164684093,2.8726171085040235,3.294826408954774,0.616551044960234
2026-01-01 19:00:00,4061.155239545142,3.2970687725910564,3.632146256805922,9134.1654774682,1.4137142247305863,1.8376967934568187,1094.0378058905847,19.970430579988683,3.2428752523166327,3.2561281551382284,0.5914663389280067
2026-01-01 20:00:00,4070.0101252610048,3.275040828989024,3.6217759133520886,9282.973070182423,1.4040790546026451,1.8412788824022115,1082.7550769765646,19.221178177252266,3.106411509963974,3.2792205424528045,0.5867344871637123
2026-01-01 21:00:00,4152.619590558236,3.4224934242145326,3.631223851694316,9324.09497025344,1.4218905303191587,1.838008429478702,1086.7967516299823,19.214251082862567,3.303770865019909,3.2899581090165952,0.6011933495838737
2026-01-01 22:00:00,4177.323363072173,3.445311827077146,3.5691239629065463,9384.784217241493,1.4136057737144403,1.8350859324722781,1094.9271656527178,19.33720079575605,2.9173650036189382,3.2824768519497898,0.6137750334697822
2026-01-01 23:00:00,4076.921837203564,3.374773855451537,3.540090045010002,9177.90239920715,1.3929820394059855,1.8901094859217542,1093.9546470311868,19.98477502357906,2.913254022465016,3.2829466921206287,0.5921857278118415
2026-01-02 00:00:00,4162.221057704654,3.36568018776488,3.5862543712925334,9087.580963296723,1.3908651195681276,1.861702008106977,1091.4763598958293,19.132694465895415,3.0142514369179816,3.3163402279560357,0.5919522853804423
2026-01-02 01:00:00,4120.053216445615,3.3928306187987625,3.575827194375956,9454.528849464941,1.3829397110353234,1.8718687863811239,1086.1396388048058,19.544713188678056,3.1784570254689375,3.299398593437355,0.6084427627048292
2026-01-02 02:00:00,4113.444253039085,3.362803904709226,3.532357783388566,9336.816939532951,1.4631720665502848,1.830763929572711,1083.3348471508539,19.09007839601209,3.076766354979114,3.309759116407032,0.5836484790622889
2026-01-02 03:00:00,4121.527677168015,3.4540193979378224,3.6097752956844897,9411.437866881466,1.434013733172014,1.862756304617161,1087.6698866449615,20.56087810459775,3.1349621473317177,3.298436226259399,0.5863490910212303
2026-01-02 04:00:00,4101.951186838903,3.359375956075558,3.5930656332834086,9095.204342610708,1.437752843192294,1.8521192981575936,1094.091055290556,20.101365513488517,3.1335306262450677,3.3072780001591067,0.5727075661419636
2026-01-02 05:00:00,4171.740711254202,3.3738793267990776,3.566203309397259,9351.619225541534,1.387691688482511,1.8590796599606765,1097.5628399220163,19.202268000092403,3.0136784350968164,3.3389193806768187,0.5860336226945168
2026-01-02 06:00:00,4201.147413781875,3.294200371000278,3.540238888273279,9320.517957714374,1.4499947379838933,1.828771863110178,1093.8027630281606,19.959436794874517,3.0164924398188084,3.2867011288074837,0.5949961005081948
2026-01-02 07:00:00,4161.109520872963,3.3824664500297814,3.6098958918667523,9312.584572036632,1.432731217785501,1.8880135903948636,1087.2260924558977,19.456528580569877,3.0977002207091107,3.296686700369759,0.5754731431060792
2026-01-02 08:00:00,4080.850550993719,3.421272008314534,3.5077557643005917,9249.968870123781,1.452067129475195,1.8527138097555242,1090.459107708649,19.78349162813316,3.1012301042504107,3.3075699477216385,0.5886094102976862
2026-01-02 09:00:00,4167.581122530264,3.3238152931266853,3.609520182189682,9459.826396877963,1.379336571357024,1.875617805951572,1101.531727885973,20.281106644690954,3.18788100119537,3.289710567234511,0.5811226517279506
2026-01-02 10:00:00,4146.2616755212675,3.3533868660816366,3.6095738721021546,9092.598303654157,1.4546442432285867,1.8883092819672715,1091.5046009040138,19.20063579649845,3.0655496029715157,3.3129490720970636,0.5738138670608326
2026-01-02 11:00:00,4160.168779608937,3.307122369381333,3.534122759159545,9331.776466462112,1.4405539785304773,1.8718293761704892,1098.0705653241241,19.531372223127573,3.09051868087972,3.358709136173641,0.5935481348776841
2026-01-02 12:00:00,4160.789257409259,3.357499884425219,3.5598971190239257,9454.58083370226,1.4725311063030755,1.8092167147330709,1093.946865705069,19.12290943622324,2.83815393411496,3.283967492519103,0.607626844385415
2026-01-02 13:00:00,4160.824603080663,3.367302038178706,3.544145763520023,9441.432367390247,1.4084029871655945,1.8572618374151237,1095.6003651041312,19.13678848702274,3.0191894989198675,3.3429411600895325,0.589516454587495
2026-01-02 14:00:00,4112.540507870356,3.300862541670336,3.580557059466513,9052.942118446785,1.4408871073319975,1.8112556888702955,1097.5830094835953,19.843042255260936,2.8652002040285427,3.306607126903127,0.5839630986707698
2026-01-02 15:00:00,4156.110197135437,3.3397391119977335,3.5924394392068026,9225.604967895622,1.4335828646544093,1.848471556107288,1095.5801300840553,20.139651761149764,3.023451854671093,3.3083500625997297,0.626428285485337
2026-01-02 16:00:00,4144.382813473661,3.326174069870471,3.7061538953024447,9201.407601308156,1.4443066864455056,1.8932261308453417,1101.719607319288,19.97086613760692,3.147968193927312,3.2763680781800675,0.6016207774573632
2026-01-02 17:00:00,4176.945364932491,3.320533496759492,3.562574343857348,9302.940171836068,1.4440082645952033,1.865055869333363,1096.5717194281049,19.93284904244613,3.2304859603489833,3.3280555763263733,0.5784404102077177
2026-01-02 18:00:00,4267.8531062220045,3.298646706472734,3.501257997059972,9279.511335999781,1.412189457438068,1.8318629729817086,1091.1531782114237,19.22597141039238,3.004610726230403,3.3080926498317123,0.602676191154227
2026-01-02 19:00:00,4135.94145447654,3.359213721218824,3.5915012658408108,9342.995578117363,1.3781780889416775,1.8853759699280004,1095.8614700334244,19.560069115283994,3.2260651901516764,3.3304834475285032,0.6067733541876865
2026-01-02 20:00:00,4206.437257049365,3.317860406821805,3.57198033453327,9438.46044624039,1.401274569722664,1.8798983383746135,1100.739820400318,19.03531088092319,3.2364313320054263,3.339297489778703,0.593481313563777
2026-01-02 21:00:00,4265.200974607088,3.3645140391911768,3.5646073559199962,9420.902407019474,1.391512183830733,1.850784027563958,1105.0493762568042,19.40104749572241,3.089071887566103,3.3081240734819692,0.6110458142996253
2026-01-02 22:00:00,4172.591086757776,3.373351285282459,3.6302463516992436,9192.240227805096,1.397486363391169,1.8153686014707755,1101.6285308642457,19.37308555628735,3.088406776617627,3.311812336214208,0.5882690980970156
2026-01-02 23:00:00,4159.653173643618,3.3522834593467032,3.6185221274725197,9483.95863062644,1.4165483490843664,1.8694815283563324,1098.5194767224928,19.472598356239992,3.0437149838547817,3.356154012559762,0.5761550637228093
2026-01-03 00:00:00,4191.961099657666,3.280656211704967,3.5430908038216424,9312.530016496445,1.4357907607327611,1.8354336786221261,1098.1731392383817,19.3972847736965,3.0163982993407634,3.341863952928776,0.6292458198959225
2026-01-03 01:00:00,4201.550984862554,3.376295656019208,3.58846134230174,9383.794086421205,1.4677951237053795,1.8407676598394411,1092.459204944606,19.8163578749026,3.0668503810695307,3.3210346917488818,0.6028138631106728
2026-01-03 02:00:00,4207.643636559909,3.373759469368718,3.5600733711543504,9471.25149494431,1.4109916663527722,1.8047686283801567,1091.3220190500783,19.123041149460427,3.219791175446242,3.3352683493025053,0.6076438100452417
2026-01-03 03:00:00,4163.745522708914,3.344560166123138,3.64068183625643,9382.155943501795,1.471422081423761,1.8391279410995058,1103.2313492970914,19.335069787453147,3.013541078537553,3.369403487274618,0.5937860607278039
2026-01-03 04:00:00,4152.0033622856945,3.3278224663681453,3.638505028848316,9392.758378044378,1.438449096985426,1.8887863207441964,1097.6650086184807,18.640640027279666,3.25749040096613,3.283478388409035,0.5810826348187819
2026-01-03 05:00:00,4159.871991558492,3.3351069621683744,3.59281459886078,9582.522535875001,1.4138355715872424,1.8737071704928017,1097.8553187246398,19.307583850449394,3.1707010083980336,3.3290803871095056,0.6048377391438939
2026-01-03 06:00:00,4140.714660332144,3.2976374101228427,3.551598793151647,9243.570762946687,1.4324593119426605,1.8233007114807815,1103.3978966943432,19.704807192992334,3.187432330863516,3.3001152322147655,0.5720456719102396
2026-01-03 07:00:00,4189.704376080206,3.3605254763782217,3.6291523775792744,9340.502609893816,1.438940011820301,1.8421716472662655,1098.015103018088,19.629439460443738,2.9913564607246115,3.3459884533141504,0.5773529160561177
2026-01-03 08:00:00,4128.185802580484,3.3541602458925257,3.6410423222610784,9274.837734059456,1.3802491103756995,1.8724859972534205,1100.011777268212,19.36805609865667,3.3022787342059012,3.36672139801514,0.5915260959037401
2026-01-03 09:00:00,4186.843244721482,3.3618102511402053,3.635680181188813,9382.739277751447,1.402085594246173,1.8533836674075792,1098.8602610678804,19.159108959652812,3.278154187971898,3.329162295911366,0.626631411760227
2026-01-03 10:00:00,4163.574722394899,3.3662590388359774,3.5865925774946277,9270.272759279615,1.4098315474217074,1.8624705066295806,1105.056213402721,20.593597037118215,3.137086950539561,3.329289285046044,0.5931005449634118
2026-01-03 11:00:00,4152.193985504672,3.374694488799514,3.583033223518385,9438.806553398788,1.432003318678282,1.8252666849931751,1105.319094260292,19.508459230763904,2.9802260330395094,3.294377597011315,0.5920655522848081
2026-01-03 12:00:00,4105.112492228713,3.3335110472861964,3.5622030957593016,9452.408324380798,1.4335383417984615,1.8155914705318603,1103.0907054723236,19.343436864476676,2.9657846241596504,3.3441328662459444,0.5840137228779007
2026-01-03 13:00:00,4198.135068612815,3.314862071182894,3.5752547996857036,9373.902093426355,1.4022393278428513,1.8288340582279725,1102.338311410097,19.67478358411013,3.078516021697468,3.356296799205496,0.6121934653264886
2026-01-03 14:00:00,4130.345869302377,3.334764538545363,3.602028763432457,9302.775065358903,1.4169128385802858,1.8437396845760614,1095.7875893157798,20.111898480591503,3.052073704787464,3.3162896301193276,0.5516209156372287
2026-01-03 15:00:00,4112.702080444179,3.4476136306037057,3.599951040958979,9388.153347309388,1.4787181476814937,1.8215791904959662,1100.6718783028803,18.363282782746793,3.1117618145189825,3.3615316047576114,0.5838104346187813
