timestamp,gas_flow,air_flow,furnace_zone1_temp,furnace_zone2_temp,furnace_zone3_temp,walking_beam_speed,slab_entry_temp,slab_discharge_temp,furnace_pressure,flue_gas_o2,slab_thickness,production_rate
2026-01-01 08:00:00,24404.82530298105,44049.67909759365,927.1531182660747,1117.5673041321445,1239.826039524079,1.2251239072679607,169.58063573389853,1160.3273114571448,5.965630849479868,3.111339519918836,220,173.51669158168923
2026-01-01 08:01:00,24555.3353260195,43943.544871072714,930.9349095920146,1122.1318820686963,1240.3956354104932,1.2033845134646288,173.08676488438866,1160.283831307868,7.159511506938564,2.960426178839176,220,167.45749445216066
2026-01-01 08:02:00,24325.351488556847,43455.88073770367,931.818424387324,1119.4596418711722,1242.413855266218,1.2062341127995104,167.60156109769633,1160.6022216661868,7.3824304121571505,2.9434242957942742,220,169.6215662034058
2026-01-01 08:03:00,24746.80136707608,43779.93089133769,933.5067714276028,1119.8183346499259,1240.2404078214206,1.1983415449259007,166.93259096386174,1160.8306248880997,8.272910292476924,3.071514358184106,220,169.56061056816665
2026-01-01 08:04:00,24682.23364087886,43665.48977769937,930.0764963131203,1125.6156422048143,1243.3735812332147,1.2157928796312945,165.6160417623836,1161.6743776006438,6.779454681757313,2.9154268945259925,220,168.60947981361892
2026-01-01 08:05:00,24596.83070784475,43950.41219075705,933.7307979303926,1122.217446325894,1242.4257936480653,1.1982081023371647,174.14131090417283,1160.8930972875155,9.706840159071435,2.930534247669342,220,169.34239556058984
2026-01-01 08:06:00,24620.56654907932,43806.45661206881,933.3084368721743,1122.4045356182862,1238.3528586669356,1.2043808012626436,166.31970864836748,1160.7624295336705,9.150604951348381,2.9745493421495186,220,169.57261928516803
2026-01-01 08:07:00,24720.448106233285,43683.06306657833,937.1195237996669,1122.4471278891815,1240.2236477232898,1.1889827808995577,172.13602892171778,1161.4258351104065,6.913971660856199,2.908481377575171,220,170.29574317774276
2026-01-01 08:08:00,24677.69687189581,43896.534618785605,933.2476578936344,1124.1486033355827,1242.9090124784655,1.1729823483324975,164.684139372203,1161.8111520809894,6.092435483615308,3.1145275082675394,220,169.78652811791912
2026-01-01 08:09:00,24708.35380214124,44067.27164320528,933.096197077237,1122.3124116087743,1240.097697580647,1.2218392215414358,161.1447095077738,1159.6326560231273,6.330439937176498,3.0762609700209818,220,172.0285179768726
2026-01-01 08:10:00,24847.31408828546,44452.84153637655,936.8967429926254,1124.2512246270119,1243.245726991906,1.2099273691413202,167.41332893915995,1162.6713950797525,8.239457019634667,2.8255658742341456,220,174.9307754014193
2026-01-01 08:11:00,24847.88797806179,44203.39754196775,934.761396281509,1126.7167257945089,1244.855293971395,1.208441505399356,170.59113148106056,1163.3729123085013,6.69571360711405,2.827958607736498,220,171.45234281269822
2026-01-01 08:12:00,24803.39791086806,44085.43614489394,934.4574759233452,1124.3068002897883,1242.6281267517104,1.190137716677321,173.98265106264392,1161.8549549099268,7.641709061649181,2.947635239097516,220,170.7655780879984
2026-01-01 08:13:00,24825.53689291684,44190.945545738985,939.4352712557909,1120.5930130208937,1245.38990396933,1.183225762815931,172.83354947479205,1162.5942067601322,8.494529847102525,3.0396547964915364,220,168.00129052750276
2026-01-01 08:14:00,24879.51439820498,44327.051644179075,939.0406401671769,1124.4411580963358,1245.5111793330425,1.1970150089967386,170.9414717661033,1161.3931294732483,8.324272578416075,3.0543476123699023,220,168.89053953838115
2026-01-01 08:15:00,24810.62101805445,43883.75343940119,932.5171252515759,1127.6849254111305,1243.6865114359894,1.2005354412427187,159.71327265166207,1162.9539480214864,8.66835190264096,3.112628735351868,220,166.59381132487584
2026-01-01 08:16:00,24859.619561277374,44450.11683818101,937.4531488178615,1128.7856872225761,1243.9654861306751,1.2065158562965874,171.5806147574639,1161.581240095493,6.646049804478341,3.0226224978777894,220,170.94899279066968
2026-01-01 08:17:00,24997.274206368555,45020.826392711235,937.628923909046,1127.6633259581886,1244.5305563185298,1.1994877691708297,163.76282423246582,1162.7606546359002,8.592826558397125,2.9142881501280864,220,167.03161465928983
2026-01-01 08:18:00,24938.865213003737,44586.58817501171,941.677991034079,1130.1802823790724,1245.167805935333,1.212054196624427,166.8782712833307,1163.3039405982697,8.625849180336985,3.0334305638477974,220,171.34853182807475
2026-01-01 08:19:00,24812.239012764996,43818.218009756325,943.8728313897454,1125.6323061809203,1242.4045542675906,1.2028173339735233,176.79610521997523,1162.0903587674052,8.884741633222603,2.90718939719617,220,168.4808059289191
2026-01-01 08:20:00,24942.130965961354,44419.675163120635,945.576150702781,1130.6520198627522,1244.7620769714295,1.2024466466578265,173.66645210107723,1161.9165749859346,8.761975508605783,2.9329185944406824,220,170.70885988859396
2026-01-01 08:21:00,25100.001283828147,44254.251525977474,943.3978905496089,1128.8930646585095,1242.7066353672844,1.2108877957906061,165.3679693878035,1162.824789086746,6.662193779426152,2.8712699333768925,220,171.0337929345194
2026-01-01 08:22:00,25014.684199079667,44087.12702668096,940.3125390199048,1130.201015120271,1244.934156954777,1.1927788176538487,168.2954397083348,1162.7515577856714,5.496181619083573,2.9276713938987813,220,166.2288629893683
2026-01-01 08:23:00,25045.592327926348,44739.37465701219,940.7538536982005,1123.4999696223165,1245.3562866510997,1.2031965165149268,172.82173076084473,1163.1368206001814,8.303308228358352,2.9499147289914625,220,168.40955406692328
2026-01-01 08:24:00,25160.855424021516,44804.95843479997,941.6153839621234,1131.3734779963372,1243.190908985238,1.1938956893635668,169.099099186979,1162.504915655731,9.534873531116869,2.9538956970562285,220,170.7144443553547
