采集时间,入口热风温度,热风流量,给料量,产品水分,物料出口温度,尾气湿度
2026-01-01 00:00:00,179.78112731118276,41965.86336668685,37.813804256154434,9.2,82.0,61.0
2026-01-01 00:00:10,180.54349643578502,41947.34482886659,38.15410989715339,9.162058955949997,82.10360335084023,60.87056720034001
2026-01-01 00:00:20,180.13863928199208,42180.51963069464,38.0825611531011,9.132632710827385,82.10651529518391,60.92728034112606
2026-01-01 00:00:30,180.5265569789216,42091.52103141694,38.13535537228195,9.151158833170038,82.13153648395738,60.880905303135016
2026-01-01 00:00:40,180.7919918675967,42234.34979809724,38.05625138211039,9.16163276205643,82.16871925040638,60.896681817716555
2026-01-01 00:00:50,181.41602173818464,42232.553944880616,38.35574352169359,9.183867192908362,82.12480601601881,60.84056948648446
2026-01-01 00:01:00,181.5047872544494,42354.327863048034,38.45981190527549,9.195197387922338,82.15696235446137,60.86483632807483
2026-01-01 00:01:10,181.47407121312554,42504.69780202368,38.22266036554736,9.188595882878579,82.1436106293318,60.900972037479285
2026-01-01 00:01:20,182.26909953702668,42371.8212433255,38.385533964025534,9.222642912155205,82.11502219346526,60.96195984089941
2026-01-01 00:01:30,181.98583528707178,42545.32922718625,38.35979045827762,9.233792179208935,82.15267522525704,60.95729951187752
2026-01-01 00:01:40,182.83355066618992,42567.1685852691,38.41288159462288,9.23291173564545,82.23274570643623,61.031816296958915
2026-01-01 00:01:50,182.39113652178648,42525.11906562019,38.47176476787505,9.192024086192546,82.39352469134222,60.93656921132671
2026-01-01 00:02:00,182.70019444783182,42743.9154197259,38.50145941866155,9.158988215010671,82.38264326026213,61.0470379814367
2026-01-01 00:02:10,183.64183273102714,42843.8140421778,38.68437038885938,9.11313933230262,82.45768013511864,60.961519164243796
2026-01-01 00:02:20,182.7230985234907,42871.44330956805,38.72957653824598,9.095752741991133,82.46889931790233,60.95674752896503
2026-01-01 00:02:30,183.31374571674493,42845.99565312461,38.57956173245548,9.096494836686007,82.50118680483845,60.92691247163464
2026-01-01 00:02:40,183.93497782519626,42914.59311595035,38.915480001932536,9.120090817106819,82.56823540944829,60.93564172356012
2026-01-01 00:02:50,184.5657962156935,42980.847776579896,38.95634227190082,9.12708251719448,82.64114069722281,60.9694153275663
2026-01-01 00:03:00,184.37013687106656,43072.875890465926,38.96365452427999,9.145325333855821,82.71593840670734,61.10327208548223
2026-01-01 00:03:10,184.74461400470554,42979.41167474931,38.72358507659947,9.136795409893674,82.83750245890114,61.005662819259
2026-01-01 00:03:20,184.87204400768312,43194.32883631686,39.08768082482341,9.123649090435672,82.84812946540274,60.995035519321306
2026-01-01 00:03:30,184.61665708779765,43043.382177006584,39.23318145187219,9.107635821069122,82.90151127056943,60.97498801887233
2026-01-01 00:03:40,185.48036163747727,43200.572663089035,39.071511170435905,9.083884381032707,82.9685815239225,61.043778166902314
2026-01-01 00:03:50,185.50930402002896,43232.39666003256,39.170820192963525,9.057775370552374,82.8926037103367,61.04846320311925
2026-01-01 00:04:00,185.79095391088728,43267.07948516682,39.15663733324199,9.024619007628331,82.97272097428291,60.902753216619026
2026-01-01 00:04:10,186.14766362448336,43472.796737326746,39.15956794007484,9.052166848029868,83.06767667956495,60.77609666914524
2026-01-01 00:04:20,186.36374700957379,43346.27513371826,39.390772138901504,9.017526870933107,83.0147988454512,60.80185824387861
2026-01-01 00:04:30,186.03951290618366,43342.909544293485,39.26113906810435,8.984791440073591,83.03265800677279,60.75294305886003
2026-01-01 00:04:40,185.98151296983593,43301.93358250207,39.35321328295304,9.024420539451448,83.00296734101688,60.74105182860459
2026-01-01 00:04:50,187.29749087481918,43419.53316901521,39.257962855204866,9.024489413338056,83.16029830968766,60.62663293420834
2026-01-01 00:05:00,186.48831324058727,43581.95227068691,39.18391237097949,9.008224927748989,83.27312974483957,60.608353346351386
2026-01-01 00:05:10,187.23623480598437,43537.77669463486,39.5496845843998,9.045188239512274,83.3632273740082,60.55662465701044
2026-01-01 00:05:20,186.75371343364898,43526.90610937756,39.431636136782224,9.06911947469333,83.47150648298516,60.53758341657524
2026-01-01 00:05:30,187.07078020435588,43891.445489490914,39.54385711480569,9.01839683027875,83.44665637357623,60.60558018133749
